,m_cap,mkt_%,v_24h,price,last
EM,3353764.957456142,0.0,281599.3005227,0.0023057853070194614,2022-04-16 02:15:00+00:00
ETHPAD,3337324.4320724085,0.0,159545.48427279,0.01673453275110146,2022-04-16 02:15:00+00:00
PLR,3330205.403515361,0.0002,174848.3907405,0.012840672850918911,2022-04-16 02:15:00+00:00
MEDA,3326492.808516951,0.0,236668.18453995,4.3669180441394504e-05,2022-04-16 02:15:00+00:00
WEBD,3265816.294030592,0.0002,216785.95896316,0.00022965130514126944,2022-04-16 02:15:00+00:00
PAWTH,3265286.1648170147,0.0,2204.58578467,0.003916399421116637,2022-04-16 02:15:00+00:00
TKING,3232238.911799207,0.0,8145.36560573,5.003471510374174e-06,2022-04-16 02:15:00+00:00
BOLLY,3230400.9998757634,0.0,231696.08936749,0.0812038793109166,2022-04-16 02:15:00+00:00
MONK,3200966.638537155,0.0002,11955.11272204,0.24691662414627885,2022-04-16 02:15:00+00:00
ESD,3199048.7568059736,0.0,19569.0557989,0.007172559744933567,2022-04-16 02:15:00+00:00
VAB,3198270.8098088014,0.0,46616.18344711,0.005312837116377327,2022-04-16 02:15:00+00:00
FINE,3186962.875466705,0.0,602879.58445419,0.07761753135885148,2022-04-16 02:15:00+00:00
HPB,3185707.501143429,0.0002,758866.26011002,0.04359805229295256,2022-04-16 02:15:00+00:00
VSO,3183972.957672286,0.0,57902.26655994,0.040161521293913864,2022-04-16 02:15:00+00:00
1WO,3153910.0994876437,0.0,1898.3358312,0.08473821748205629,2022-04-16 02:15:00+00:00
GTH,3150563.794285878,0.0,525566.30320574,0.031278988204797645,2022-04-16 02:15:00+00:00
DYP,3150065.502498783,0.0,584009.65580661,0.1465294571746868,2022-04-16 02:15:00+00:00
HOT,3146919.5074469084,0.0002,25319.59306955,0.004482791321149442,2022-04-16 02:15:00+00:00
MCASH,3144194.440410173,0.0,0.0,0.004840782522192431,2022-04-16 02:15:00+00:00
RAZOR,3138616.955138532,0.0,318204.34036491,0.013367053915268864,2022-04-16 02:15:00+00:00
ICNQ,3114499.836947165,0.0002,365.50995006,0.3153034302593288,2022-04-16 02:15:00+00:00
XFC,3112897.4296724033,0.0,119413.33563455,0.008308581271236758,2022-04-16 02:15:00+00:00
KEX,3109521.344759272,0.0,485311.98331238,0.24812486038907275,2022-04-16 02:15:00+00:00
CTI,3077402.6947106137,0.0,400188.0048124,0.02472898359016253,2022-04-16 02:15:00+00:00
42,3062954.6000777464,0.0002,0.0,72927.57420584225,2022-04-16 02:15:00+00:00
DAX,3061139.0081929895,0.0002,37092.15116495,0.008631030189080001,2022-04-16 02:15:00+00:00
PLAY,3059532.542166902,0.0002,10832.79421613,0.012305286605647886,2022-04-16 02:15:00+00:00
RTH,3029325.0590332965,0.0002,139297.57171516,0.8310284899618174,2022-04-16 02:15:00+00:00
SWRV,3017577.636354905,0.0,729926.72134058,0.18566170178164118,2022-04-16 02:15:00+00:00
YFL,3009286.6140091335,0.0,39.6939679,58.42964181012535,2022-04-16 02:15:00+00:00
GRLC,2999824.465980121,0.0,13901.20886948,0.04530008124354294,2022-04-16 02:15:00+00:00
DOUGH,2996428.582377021,0.0,20347.44992831,0.2026990739701103,2022-04-16 02:15:00+00:00
MTH,2995980.486944183,0.0002,173816.96471909,0.007445279540119738,2022-04-16 02:15:00+00:00
$ANRX,2985506.6596945412,0.0,150246.42616394,0.02054446380341411,2022-04-16 02:15:00+00:00
REPO,2983642.1265898803,0.0,202174.50573228,0.1321754014313414,2022-04-16 02:15:00+00:00
NYC,2978243.9328493527,0.0,1115.53194476,2.0716619205116986e-05,2022-04-16 02:15:00+00:00
EXM,2973688.5850744303,0.0,25427.68148373,0.0276943071615817,2022-04-16 02:15:00+00:00
NLG,2969385.825249591,0.0,2002.72856928,0.005270798216587233,2022-04-16 02:15:00+00:00
CYC,2969366.935662013,0.0,5903.90354651,112.98095835363709,2022-04-16 02:15:00+00:00
BEM,2964919.8426225614,0.0,79639.11025879,0.02272483319561986,2022-04-16 02:15:00+00:00
OTO,2946144.048467186,0.0,0.0,0.08001346413278587,2022-04-16 02:15:00+00:00
OCTO,2935549.8681676215,0.0,46714.6120204,3.678849787354529,2022-04-16 02:15:00+00:00
GLC,2935154.275403723,0.0,11595.56265156,0.06719456787385816,2022-04-16 02:16:00+00:00
EGT,2908088.5273201675,0.0002,34905.48191296,0.0006893325993522233,2022-04-16 02:15:00+00:00
SNC,2888187.9864480756,0.0002,359124.27579484,0.02353717517725773,2022-04-16 02:15:00+00:00
NCASH,2878968.7490686756,0.0002,229739.82807448,0.0003930220249542,2022-04-16 02:15:00+00:00
LBA,2864170.284764314,0.0002,36389.67345844,0.0028919030426201174,2022-04-16 02:15:00+00:00
ALLBI,2853157.111365291,0.0,868.56572434,0.005954655465063663,2022-04-16 02:15:00+00:00
YOU,2850038.836225409,0.0002,288084.89937176,0.005124861215925899,2022-04-16 02:15:00+00:00
ZAP,2841204.7866225424,0.0002,54186.50888552,0.012031638288123935,2022-04-16 02:15:00+00:00
YAM,2835096.6846724804,0.0,79891.37670892,0.20735663490711198,2022-04-16 02:15:00+00:00
YFIII,2829364.7253495604,0.0,0.0,362.67129986834345,2022-04-16 02:15:00+00:00
IMT,2823257.2615151075,0.0,0.0,0.0002483201843585101,2022-04-16 02:15:00+00:00
UNISTAKE,2818258.988549867,0.0,5979.1197474,0.013255224738688568,2022-04-16 02:15:00+00:00
FEVR,2817751.1640726,0.0,84238.13242533,0.0017283337255617546,2022-04-16 02:15:00+00:00
VIBE,2817709.711615771,0.0001,14509.57854912,0.010831661481927723,2022-04-16 02:15:00+00:00
PWAR,2796832.17104552,0.0,124691.23383164,0.09148295178299164,2022-04-16 02:15:00+00:00
UBQ,2795170.0405194177,0.0001,2898.27068484,0.0656003079834929,2022-04-16 02:15:00+00:00
YEC,2790127.742932374,0.0001,436.49225814,0.22624925600354354,2022-04-16 02:16:00+00:00
DTX,2788238.0819917703,0.0,469.08096888,0.03316910932365571,2022-04-16 02:15:00+00:00
TX,2775098.462681482,0.0001,0.0,0.33449296374495907,2022-04-16 02:15:00+00:00
EOSDT,2757823.0843221047,0.0001,0.0,1.0436395685965665,2022-04-16 02:15:00+00:00
SMARTCREDIT,2757265.4515315546,0.0,4216.98044842,2.042050683275836,2022-04-16 02:15:00+00:00
DEFIT,2754848.394761078,0.0,119407.66008868,0.10549769690144678,2022-04-16 02:15:00+00:00
MRX,2754405.120030375,0.0,984.67162879,0.00015958701790618716,2022-04-16 02:15:00+00:00
EFX,2753298.4139527893,0.0,9323.12620851,0.010918485519418365,2022-04-16 02:15:00+00:00
AMLT,2749660.143704929,0.0001,662.38200654,0.007001307358560569,2022-04-16 02:15:00+00:00
PVU,2746218.298925482,0.0,230168.90061763,0.06259925075537826,2022-04-16 02:15:00+00:00
LFW,2742302.9771799864,0.0,74804.73661815,0.34406056509030486,2022-04-16 02:15:00+00:00
PTF,2737122.939334163,0.0,113505.55599715,0.11741470249824605,2022-04-16 02:15:00+00:00
OLY,2735656.4048015014,0.0,13939.13918032,0.0021673331547784128,2022-04-16 02:15:00+00:00
KINGSHIB,2734906.0904500615,0.0,206234.34489333,0.007880393906111368,2022-04-16 02:15:00+00:00
BRKL,2728315.101488797,0.0,112176.96568991,0.11646057353489829,2022-04-16 02:15:00+00:00
BOOM,2713167.8700119676,0.0001,114789.25280991,0.0034875034980564852,2022-04-16 02:16:00+00:00
FAB,2688894.423941298,0.0,42927.18498788,0.0544162983139938,2022-04-16 02:15:00+00:00
COMBO,2688838.4617455844,0.0,555198.54270926,0.08777244330872978,2022-04-16 02:16:00+00:00
UMX,2682191.387599864,0.0,32789.6653049,0.31132773530751323,2022-04-16 02:16:00+00:00
SHOPX,2669661.7235404355,0.0,1025097.34811794,0.09303334572217453,2022-04-16 02:15:00+00:00
TCC,2660747.332861958,0.0,0.0,0.015139399530681604,2022-04-16 02:15:00+00:00
EDG,2654707.950526314,0.0001,0.06463467,0.02173371976175482,2022-04-16 02:15:00+00:00
FEAR,2632505.036320609,0.0,122699.69725226,0.40300702318098447,2022-04-16 02:15:00+00:00
EUNO,2614318.4482396687,0.0,819.04447392,0.00040153984597040334,2022-04-16 02:15:00+00:00
MENGO,2612122.404325325,0.0,128174.98666946,0.8162961592207065,2022-04-16 02:15:00+00:00
DITTO,2611546.9126582853,0.0,560.51009221,1.0161099708336292,2022-04-16 02:15:00+00:00
ISIKC,2607399.548226167,0.0,460176.28278431,0.632126742531142,2022-04-16 02:15:00+00:00
VIN,2607288.164749903,0.0001,243198.0660135,0.0044183169586691304,2022-04-16 02:15:00+00:00
DOP,2596275.9820705424,0.0,912869.69706798,2.2076534109886032,2022-04-16 02:15:00+00:00
BANK,2595385.546357922,0.0,123116.71241425,17.163420986207502,2022-04-16 02:15:00+00:00
AXPR,2588234.827668567,0.0001,178293.12547088,0.009254470614730925,2022-04-16 02:15:00+00:00
XNL,2567517.589166505,0.0,1022768.28053425,0.12357697166569136,2022-04-16 02:15:00+00:00
MYRA,2565725.630507321,0.0,289566.74156451,0.1357625188439886,2022-04-16 02:15:00+00:00
HZN,2552896.036857886,0.0,95017.25746657,0.06382240092144714,2022-04-16 02:15:00+00:00
RAVEN,2535857.0230365098,0.0001,315.75256698,0.0005642419995073299,2022-04-16 02:15:00+00:00
DINU,2534552.8071072856,0.0,4400.57345039,5.833810362767352e-09,2022-04-16 02:15:00+00:00
METAX,2532922.4863834213,0.0,52629.97665867,0.9558198061824232,2022-04-16 02:15:00+00:00
HGET,2520073.46876552,0.0,238229.31327056,1.4388514353640645,2022-04-16 02:15:00+00:00
SNY,2513833.919108114,0.0,131906.3681164,0.4469038078414425,2022-04-16 02:15:00+00:00
RHYTHM,2513267.605678509,0.0,3131.68124383,0.00023535641166355292,2022-04-16 02:15:00+00:00
MIR,2503112.0498678386,0.0001,38937.2363787,0.0032065384736192043,2022-04-16 02:15:00+00:00
PLSPAD,2497154.2772373254,0.0,471343.90807003,0.015068708212988346,2022-04-16 02:15:00+00:00
DDOS,2495828.7411290174,0.0,161934.26988526,0.40985131722304124,2022-04-16 02:15:00+00:00
STND,2493789.2030796297,0.0,212689.49940308,0.18572496108730438,2022-04-16 02:15:00+00:00
PPAY,2471445.114827369,0.0,56862.15829454,0.020074069850731756,2022-04-16 02:15:00+00:00
XSN,2457884.7021376835,0.0,610.9408349,0.0195,2022-04-16 02:15:00+00:00
AAC,2446861.8222699547,0.0001,153569.71408126,0.009787447289079819,2022-04-16 02:15:00+00:00
DAPP,2436210.9460903043,0.0,257.22167564,0.0034317552816721694,2022-04-16 02:15:00+00:00
SYNC,2435019.0538309347,0.0,537632.96088639,0.01966878914870436,2022-04-16 02:15:00+00:00
STPL,2432774.364541017,0.0,299825.30267032,0.008535096164865889,2022-04-16 02:15:00+00:00
ILC,2419899.552239865,0.0,4783.34174214,0.0029491606919666365,2022-04-16 02:15:00+00:00
CMERGE,2390846.81590333,0.0,8857.65393688,0.0005290072771246065,2022-04-16 02:15:00+00:00
INEX,2373171.3096992113,0.0,0.0,0.0002179220670063555,2022-04-16 02:15:00+00:00
DPET,2364902.2887348305,0.0,896504.17468952,0.3438256359361747,2022-04-16 02:15:00+00:00
COR,2364255.9691735967,0.0,16349.13723809,0.010356667192480892,2022-04-16 02:15:00+00:00
CSP,2352013.0600983705,0.0001,547.7583235,0.005237913017388622,2022-04-16 02:15:00+00:00
QCX,2345730.788254514,0.0001,193.57391545,0.004700794543397078,2022-04-16 02:15:00+00:00
MARSH,2339102.380884037,0.0,987580.98182081,0.32963218432396396,2022-04-16 02:15:00+00:00
LOWB,2338996.9159516455,0.0,544078.44425345,3.879136800231278e-05,2022-04-16 02:15:00+00:00
CRD,2338308.140025684,0.0,0.0,0.002338308140025684,2022-04-16 02:15:00+00:00
LANC,2317977.0437206137,0.0,45799.21505788,0.00861213111463022,2022-04-16 02:15:00+00:00
PROPS,2311680.697092586,0.0,82027.27770679,0.006434720085453238,2022-04-16 02:15:00+00:00
UDOO,2311644.8093041293,0.0001,351823.63676651,0.004833182171176166,2022-04-16 02:15:00+00:00
ITC,2311264.438569311,0.0001,74743.97190741,0.02650087159048847,2022-04-16 02:15:00+00:00
RET,2309973.9102673684,0.0001,0.0,0.0002179220670063555,2022-04-16 02:15:00+00:00
LUFC,2304860.7234209296,0.0,292188.658848,2.3436743137306224,2022-04-16 02:15:00+00:00
EDN,2283438.0956094083,0.0001,2.79710131,0.003805730159349014,2022-04-16 02:15:00+00:00
SPC,2280823.9275331646,0.0001,5264.25558948,0.007406021301784722,2022-04-16 02:15:00+00:00
PMGT,2279935.1811168385,0.0,119.39102483,1969.2756122214355,2022-04-16 02:15:00+00:00
1EARTH,2278604.4988226662,0.0,3393224.8298763,0.03131915651301324,2022-04-16 02:15:00+00:00
VIA,2273859.0901573594,0.0001,1464.20042314,0.09811793603185466,2022-04-16 02:15:00+00:00
GST,2261916.110794748,0.0,105144.00476877,0.07228812583427024,2022-04-16 02:15:00+00:00
XCASH,2258717.008383524,0.0001,1201.92847372,3.5955163882128785e-05,2022-04-16 02:15:00+00:00
FINA,2238654.635454132,0.0,1498224.15557732,0.29821292883269157,2022-04-16 02:15:00+00:00
XAUR,2222383.4643298616,0.0001,24288.81887151,0.031219343282862844,2022-04-16 02:15:00+00:00
EXRN,2221740.575907387,0.0001,0.0,2.4018817036836613e-05,2022-04-16 02:16:00+00:00
CV,2221607.979429526,0.0001,12471.35813087,0.0002913401525223623,2022-04-16 02:15:00+00:00
XPM,2207926.8019282417,0.0,438.83737679,0.05473756247759592,2022-04-16 02:16:00+00:00
BIS,2207562.541053118,0.0,331.76913227,0.09400687946460251,2022-04-16 02:15:00+00:00
HAKKA,2207464.7115101945,0.0,1418.56043729,0.005895504077937611,2022-04-16 02:15:00+00:00
RAZE,2174848.3018992166,0.0,446196.94410314,0.02740278650650612,2022-04-16 02:15:00+00:00
SMART,2162696.155313147,0.0001,116871.51903838,0.0015296402966699348,2022-04-16 02:15:00+00:00
RBLX,2139889.67912753,0.0,975.83062702,0.10314773683878314,2022-04-16 02:15:00+00:00
XCV,2139859.1368266735,0.0,3348438.55201704,0.04251540339743628,2022-04-16 02:15:00+00:00
HTML,2132008.3984865774,0.0,111.89845915,4.017553377026564e-05,2022-04-16 02:15:00+00:00
XCHF,2131570.9567009406,0.0001,17633.53367914,1.0657854783504703,2022-04-16 02:15:00+00:00
MINTME,2106909.973083347,0.0,2492.45877844,0.011352488466495581,2022-04-16 02:15:00+00:00
PWR,2106107.993362053,0.0001,0.0,0.0002179220670063555,2022-04-16 02:15:00+00:00
SPWN,2102961.740543189,0.0,33503.8060134,0.004090419006364275,2022-04-16 02:16:00+00:00
VNLA,2096815.6942943276,0.0,2245.93739433,3.697011835784673,2022-04-16 02:15:00+00:00
SOLX,2082247.7919449124,0.0,922910.83583844,0.02320682381253588,2022-04-16 02:15:00+00:00
PAT,2072847.507260327,0.0001,0.0,0.005261849534843561,2022-04-16 02:15:00+00:00
NRP,2069822.4879448714,0.0001,0.0,0.0002179220670063555,2022-04-16 02:15:00+00:00
OPIUM,2052421.8953684964,0.0001,297666.77113586,0.4932278963897219,2022-04-16 02:15:00+00:00
YUSRA,2051771.1262306226,0.0,0.0,0.051294278155765566,2022-04-16 02:15:00+00:00
LND,2030940.4874356776,0.0001,17374.5541568,0.002537088826905028,2022-04-16 02:15:00+00:00
DRF,2028019.265722707,0.0,72693.19549086,0.0038294735993218095,2022-04-16 02:15:00+00:00
TERC,2026116.480019292,0.0,57.08755447,0.007011885171360402,2022-04-16 02:15:00+00:00
UAXIE,2023258.2026319616,0.0,1382.49253619,0.20232582026319615,2022-04-16 02:15:00+00:00
CAPP,2022268.0178484246,0.0001,261733.66992353,0.0030489316470625645,2022-04-16 02:15:00+00:00
FTC,2014587.6037371878,0.0,139.22337921,0.008514731940959365,2022-04-16 02:16:00+00:00
BIST,2012822.7624904735,0.0,46974.98073062,0.046202428769814875,2022-04-16 02:15:00+00:00
NIOX,2010347.666772459,0.0001,159030.93692931,0.021286991632699377,2022-04-16 02:15:00+00:00
WHITE,2009143.1841750604,0.0,41067.50526086,226.0512133410284,2022-04-16 02:15:00+00:00
OCN,1995017.9857501038,0.0001,44255.7645121,0.000249377248218763,2022-04-16 02:15:00+00:00
FCL,1977848.9954466817,0.0,420842.19357948,0.11918148282497092,2022-04-16 02:15:00+00:00
SHARD,1972090.771309064,0.0,890.82760657,0.11532694569058854,2022-04-16 02:15:00+00:00
TRADE,1966791.8164482836,0.0,43620.68604408,0.06911394164153468,2022-04-16 02:16:00+00:00
GIO,1964181.6800531796,0.0001,115.33293251,0.027231692256066656,2022-04-16 02:15:00+00:00
KABY,1937148.2831574033,0.0,456777.13245717,0.006911395281513149,2022-04-16 02:15:00+00:00
NAFT,1936982.8610791233,0.0,1442001.2248222,0.003873965722158247,2022-04-16 02:15:00+00:00
LET,1932481.7891468245,0.0001,175724.98227798,0.0021472043737235536,2022-04-16 02:15:00+00:00
URQA,1926763.743212682,0.0,10127.30600348,0.06955803438800078,2022-04-16 02:15:00+00:00
TYC,1924089.293751363,0.0,143427.06646233,0.02441255627380384,2022-04-16 02:15:00+00:00
UTU,1919343.9810220965,0.0,1535.19494435,0.015419314367752275,2022-04-16 02:15:00+00:00
HUSH,1896214.143954205,0.0,292.81868405,0.158123946497617,2022-04-16 02:15:00+00:00
BRZE,1891345.691363562,0.0,796.78968047,0.0105074760631309,2022-04-16 02:15:00+00:00
ORS,1890918.6638479645,0.0001,109205.01441002,0.00630306536435923,2022-04-16 02:15:00+00:00
FYD,1890192.3064731439,0.0,3985.04583432,0.003241683613386515,2022-04-16 02:15:00+00:00
CPT,1889992.6935133552,0.0001,0.0,0.00014014818745538725,2022-04-16 02:15:00+00:00
DESU,1883544.249999478,0.0,96951.7876205,0.025603873266084553,2022-04-16 02:15:00+00:00
CND,1879097.6154440984,0.0001,768.93761911,0.0009395488055578256,2022-04-16 02:15:00+00:00
MODIC,1877001.1857094138,0.0,0.0,0.1505228945805034,2022-04-16 02:16:00+00:00
LAUNCH,1869373.0480409388,0.0,2471.22682011,0.4418697605444586,2022-04-16 02:15:00+00:00
CHESS,1862126.5196319136,0.0001,0.0,0.034462911416147296,2022-04-16 02:15:00+00:00
HELMET,1860090.1895287212,0.0,231637.5317595,0.043603671183979745,2022-04-16 02:15:00+00:00
NAX,1856991.4804935348,0.0,195421.88745095,0.0008138534137693853,2022-04-16 02:15:00+00:00
OMNI,1852222.0016786403,0.0001,11.85921123,3.2898,2022-04-16 02:15:00+00:00
YOYOW,1847191.4923462684,0.0001,117912.65928852,0.0035906068959139377,2022-04-16 02:15:00+00:00
WNL,1842768.5866465867,0.0001,0.0,0.09731122218239274,2022-04-16 02:16:00+00:00
PAD,1841209.1859390454,0.0,146146.0631574,0.4181421277566658,2022-04-16 02:15:00+00:00
HTD,1836071.6580348168,0.0,159408.92658354,0.10007783516035267,2022-04-16 02:16:00+00:00
SFD,1835980.8375937582,0.0,71437.87035859,1.2856778339589814,2022-04-16 02:15:00+00:00
CHADS,1828662.0417163756,0.0,30.42078333,0.03965022466739647,2022-04-16 02:15:00+00:00
KART,1824515.7508990804,0.0,165806.79003872,0.13830085814155724,2022-04-16 02:15:00+00:00
S4F,1817204.2422127186,0.0,10126.72481946,0.0020296910518012054,2022-04-16 02:15:00+00:00
CSM,1807030.729227618,0.0,0.0,0.01807030729227618,2022-04-16 02:15:00+00:00
EFL,1802886.1049967927,0.0001,95.29998523,0.10501051831508412,2022-04-16 02:15:00+00:00
1X2,1800245.9016540507,0.0,0.0,0.35273803449468405,2022-04-16 02:15:00+00:00
XHI,1797992.0520315305,0.0001,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
IDEA,1792670.6525507916,0.0,920074.03948796,0.11007270884732742,2022-04-16 02:15:00+00:00
TRTL,1790947.227902886,0.0001,84437.77436873,1.585515368722121e-05,2022-04-16 02:15:00+00:00
HNST,1787376.4061433186,0.0001,199176.50501395,0.019002189723742374,2022-04-16 02:15:00+00:00
EMC,1785561.778628908,0.0001,8351.26597387,0.03637875420282351,2022-04-16 02:15:00+00:00
KGO,1767154.4030316465,0.0,57594.39019873,0.041640657984543236,2022-04-16 02:15:00+00:00
CAJ,1764800.0635192788,0.0001,0.0,1.3049502130617598,2022-04-16 02:15:00+00:00
PMA,1763064.732040074,0.0001,16868.10702979,5.5560340261032685e-05,2022-04-16 02:15:00+00:00
HBX,1762284.562713628,0.0,3.32685417,0.002800473345002514,2022-04-16 02:15:00+00:00
BTB,1761701.7608935847,0.0,6340.90259932,0.0029037327982470674,2022-04-16 02:15:00+00:00
SIN,1749137.325300496,0.0,254694.00006232,0.0026353659971781293,2022-04-16 02:15:00+00:00
GHOST,1748477.9497796749,0.0,0.0,0.3239513673117846,2022-04-16 02:15:00+00:00
MND,1733941.8792335833,0.0,201351.33230314,3.480485524168728e-09,2022-04-16 02:15:00+00:00
SUMO,1731686.129978156,0.0,317610.82483257,0.03953882199354219,2022-04-16 02:15:00+00:00
QRK,1730732.2844950962,0.0,100653.54797266,0.006200966214761162,2022-04-16 02:16:00+00:00
VEIL,1726936.6490100853,0.0,115.54353091,0.020062490537574484,2022-04-16 02:15:00+00:00
8PAY,1715099.7377655825,0.0,140280.48388317,0.028579815537860136,2022-04-16 02:15:00+00:00
XSUTER,1713432.7660956765,0.0,0.0,85.67163830478383,2022-04-16 02:15:00+00:00
BUY,1711264.712727328,0.0,156756.22814901,0.03939375489703794,2022-04-16 02:15:00+00:00
ARES,1704954.6101672936,0.0,197082.60066116,0.0073750339540491735,2022-04-16 02:15:00+00:00
AIT,1703231.112592309,0.0001,0.0,0.003183210487822622,2022-04-16 02:15:00+00:00
ARG,1702887.7035856294,0.0,1923.353046,1.2112567554142972,2022-04-16 02:15:00+00:00
FAM,1698410.7290913344,0.0,14242.22134892,0.174399350794399,2022-04-16 02:15:00+00:00
BTX,1695862.1086728226,0.0,141953.08237523,0.09360852062507974,2022-04-16 02:15:00+00:00
ELAMA,1694901.2877168867,0.0,125562.28007466,0.0019524206217741004,2022-04-16 02:15:00+00:00
FJC,1673179.337456294,0.0,0.0,0.0004054460166605564,2022-04-16 02:15:00+00:00
PPP,1672464.8187247952,0.0001,0.0,0.02027230083302782,2022-04-16 02:15:00+00:00
PEPS,1668431.9352715856,0.0,210.70712018,0.02710725701408428,2022-04-16 02:15:00+00:00
XSR,1663743.2878469764,0.0001,34542.96493373,0.0003584503133712661,2022-04-16 02:15:00+00:00
POLIS,1658480.9426648265,0.0,3976.71587654,0.16868382854454791,2022-04-16 02:15:00+00:00
CRBN,1654244.1843117557,0.0,29038.37691351,0.050853144927691406,2022-04-16 02:15:00+00:00
ZEFU,1652522.0899030159,0.0,52868.67930368,0.025462864291150234,2022-04-16 02:15:00+00:00
ODIN,1630433.5183434845,0.0,2392.91251657,0.09333336482477947,2022-04-16 02:15:00+00:00
ETHO,1619424.198592999,0.0,85945.91978617,0.02809567937609646,2022-04-16 02:15:00+00:00
ASKO,1598330.6176846065,0.0,132199.72646559,0.012068170803991545,2022-04-16 02:15:00+00:00
CRP,1595364.2001786584,0.0,13364.25231179,0.05671196189892497,2022-04-16 02:15:00+00:00
IXC,1589389.1095966669,0.0001,0.0,0.074783893093244,2022-04-16 02:16:00+00:00
DNXC,1587255.9419426417,0.0,641696.36221649,0.04666878975741558,2022-04-16 02:15:00+00:00
WATCH,1585225.0392740748,0.0,3653.08685078,0.09800134449313998,2022-04-16 02:15:00+00:00
TUP,1583162.8347244128,0.0001,162533.4240784,0.11070749038677503,2022-04-16 02:15:00+00:00
DAV,1581356.1506137718,0.0001,153998.27560976,0.0022797582302694153,2022-04-16 02:15:00+00:00
GSC,1573733.6249941802,0.0001,31291.91898854,0.0033409213263962513,2022-04-16 02:15:00+00:00
SILVA,1567596.6749606994,0.0,145816.04178505,9.38702828866739e-10,2022-04-16 02:15:00+00:00
OWC,1563941.2441633984,0.0001,10230.50424085,0.3733551502823984,2022-04-16 02:15:00+00:00
LINKA,1559117.7969493526,0.0,2.92828287,0.002246081901646207,2022-04-16 02:15:00+00:00
POR,1546413.6521864207,0.0,97906.77432,0.7716685049286351,2022-04-16 02:15:00+00:00
RYO,1539689.1858917216,0.0001,513.0599325,0.04135549369937675,2022-04-16 02:15:00+00:00
WPR,1534062.7556350052,0.0001,2235.51848055,0.0022271248080738,2022-04-16 02:15:00+00:00
GLINT,1522910.4997179434,0.0,273581.18518092,0.005617731702908373,2022-04-16 02:15:00+00:00
MCM,1522073.3470308667,0.0,0.0,0.11286146397141274,2022-04-16 02:15:00+00:00
SKM,1509230.471923471,0.0001,149991.70736471,0.0014772032340128786,2022-04-16 02:15:00+00:00
PRCY,1507800.076422993,0.0,60090.32683642,0.1778222351401147,2022-04-16 02:15:00+00:00
SHIBX,1503449.6959780708,0.0,1252.31264293,0.00015360178988475137,2022-04-16 02:15:00+00:00
AM,1498063.4480234985,0.0,146814.99876,1.0655236941119852,2022-04-16 02:15:00+00:00
XST,1494308.4849967395,0.0001,5705.77092365,0.037706479549431744,2022-04-16 02:15:00+00:00
PERI,1493541.5086909283,0.0,691797.15872056,0.21948565316232957,2022-04-16 02:15:00+00:00
PEOS,1485250.5372962654,0.0,6.75322425,0.0017930149805044187,2022-04-16 02:15:00+00:00
BLKC,1482448.2058567246,0.0,143030.5865437,0.22404101903560328,2022-04-16 02:15:00+00:00
GVT,1480588.234073253,0.0,1290.73178418,0.33445386511463027,2022-04-16 02:15:00+00:00
CNTR,1477461.0476818434,0.0,105819.23726804,0.00048253473694446813,2022-04-16 02:15:00+00:00
VDL,1474383.3333700781,0.0,3898.10125215,0.08636655044794825,2022-04-16 02:15:00+00:00
ZUSD,1472504.857403923,0.0,113010.55837306,1.0001819390518802,2022-04-16 02:15:00+00:00
EFC,1466784.4194396627,0.0,1145.351352,1.655623139057412,2022-04-16 02:15:00+00:00
BBANK,1466495.3544537683,0.0,135561.59534171,0.018116663913972732,2022-04-16 02:15:00+00:00
CAT,1465639.3974492983,0.0,1390.00112595,0.22452935623258238,2022-04-16 02:15:00+00:00
BHD,1463911.2648701223,0.0,1501598.47969606,0.24065548744910448,2022-04-16 02:15:00+00:00
TRAVA,1461165.0160632366,0.0,126043.51736438,0.003069873403840607,2022-04-16 02:15:00+00:00
DMG,1460762.031275443,0.0001,699355.64814837,0.02911536426939297,2022-04-16 02:15:00+00:00
GDAO,1452896.2228174258,0.0,21574.94670647,0.500437038253516,2022-04-16 02:15:00+00:00
CRWNY,1451729.4836423344,0.0,107485.00579677,0.004877348944809857,2022-04-16 02:15:00+00:00
TRIO,1449978.802584664,0.0001,70477.22263742,0.00038666101402257705,2022-04-16 02:15:00+00:00
XDN,1430351.564987607,0.0001,1049.92898812,0.0001800304293215902,2022-04-16 02:15:00+00:00
LEDU,1427802.5449081731,0.0,13.95877874,0.006031853547145521,2022-04-16 02:15:00+00:00
SPO,1427424.9794924476,0.0,230021.44369975,0.0028519606034739884,2022-04-16 02:15:00+00:00
PIN,1420773.5205436142,0.0,363.42545088,0.009325658792479305,2022-04-16 02:16:00+00:00
DAPS,1410411.998740881,0.0,35.40220014,2.4326760999633386e-05,2022-04-16 02:15:00+00:00
ACK,1409046.7039513094,0.0,40987.76524491,0.06354541949349249,2022-04-16 02:15:00+00:00
SWM,1393741.5710132485,0.0001,5267.81782988,0.017825136860111952,2022-04-16 02:15:00+00:00
RIO,1390034.4713397978,0.0,88348.04583704,0.21162080844142753,2022-04-16 02:16:00+00:00
SIGN,1384047.0925984043,0.0,145.39549752,0.001807370907816385,2022-04-16 02:15:00+00:00
ESS,1374423.7814514227,0.0001,77421.80776891,0.0009684373723448013,2022-04-16 02:15:00+00:00
